locus	description	name
PA14_58090	hypothetical protein	PA14_58090
PA14_58100	cytoplasmic axial filament protein	cafA
PA14_58110	Maf-like protein	PA14_58110
PA14_58120	rod shape-determining protein MreD	mreD
PA14_58130	rod shape-determining protein MreC	mreC
PA14_58150	rod shape-determining protein MreB	mreB
PA14_58170	aspartyl/glutamyl-tRNA amidotransferase subunit C	gatC
PA14_58180	aspartyl/glutamyl-tRNA amidotransferase subunit A	gatA
PA14_58190	aspartyl/glutamyl-tRNA amidotransferase subunit B	gatB
PA14_58210	hypothetical protein	PA14_58210
PA14_58220	hypothetical protein	PA14_58220
PA14_58230	hypothetical protein	PA14_58230
PA14_58240	hypothetical protein	PA14_58240
PA14_58250	hypothetical protein	PA14_58250
PA14_58260	hypothetical protein	PA14_58260
PA14_58270	hypothetical protein	PA14_58270
PA14_58290	hypothetical protein	PA14_58290
PA14_58300	two-component response regulator	PA14_58300
PA14_58320	two-component sensor	PA14_58320
PA14_58330	hypothetical protein	PA14_58330
PA14_58350	dipeptide ABC transporter substrate-binding protein DppA1	dppA1
PA14_58360	dipeptide ABC transporter substrate-binding protein DppA2	dppA2
PA14_58375	metallopeptidase MdpA	mdpA
PA14_58380	transcriptional regulator PsdR	psdR
PA14_58390	dipeptide ABC transporter substrate-binding protein DppA3	dppA3
PA14_58410	glycine-glutamate dipeptide porin OpdP	opdP
PA14_58420	dipeptide ABC transporter substrate-binding protein DppA4	dppA4
PA14_58440	dipeptide ABC transporter permease DppB	dppB
PA14_58450	dipeptide ABC transporter permease DppC	dppC
PA14_58470	dipeptide ABC transporter ATP-binding protein DppD	dppD
PA14_58490	dipeptide ABC transporter ATP-binding protein DppF	dppF
PA14_58500	hypothetical protein	PA14_58500
PA14_58510	AsnC family transcriptional regulator	PA14_58510
PA14_58515	hypothetical protein	PA14_58515
PA14_58530	hypothetical protein	PA14_58530
PA14_58540	hypothetical protein	PA14_58540
PA14_58550	lipopolysaccharide biosynthetic protein LpxO1	lpxO1
PA14_58560	oxidoreductase	PA14_58560
PA14_58570	outer membrane ferric siderophore receptor	PA14_58570
PA14_58580	hydroxylase	PA14_58580
PA14_58600	hypothetical protein	PA14_58600
PA14_58610	hypothetical protein	PA14_58610
PA14_58620	hypothetical protein	PA14_58620
PA14_58630	ornithine decarboxylase	PA14_58630
PA14_58650	chemotaxis transducer	PA14_58650
PA14_58660	hypothetical protein	PA14_58660
PA14_58670	N-acetyl-anhydromuranmyl-L-alanine amidase	ampD
PA14_58690	hypothetical protein	PA14_58690
PA14_58700	nicotinate-nucleotide pyrophosphorylase	nadC
PA14_58720	hypothetical protein	PA14_58720
PA14_58730	type IV pilin structural subunit	pilA
PA14_58740	hypothetical protein	PA14_58740
PA14_58750	type 4 fimbrial biogenesis protein PilB	pilB
PA14_58760	type 4 fimbrial biogenesis protein pilC	pilC
PA14_58770	type 4 prepilin peptidase PilD	pilD
PA14_58780	dephospho-CoA kinase	coaE
PA14_58790	zinc-binding protein	PA14_58790
PA14_58800	hypothetical protein	PA14_58800
PA14_58810	hypothetical protein	PA14_58810
PA14_58820	hypothetical protein	PA14_58820
PA14_58830	hypothetical protein	PA14_58830
PA14_58840	hypothetical protein	PA14_58840
PA14_58850	hypothetical protein	PA14_58850
PA14_58860	hypothetical protein	PA14_58860
PA14_58870	NADH dehydrogenase	ndh
PA14_58880	ATPase	PA14_58880
PA14_58890	hemolysin activation/secretion protein	PA14_58890
PA14_58900	large exoprotein	PA14_58900
PA14_58910	chromosome partitioning-like protein	PA14_58910
PA14_58920	hypothetical protein	PA14_58920
PA14_58930	hypothetical protein	PA14_58930
PA14_58940	hypothetical protein	PA14_58940
PA14_58950	hypothetical protein	PA14_58950
PA14_58960	hypothetical protein	PA14_58960
PA14_58970	hypothetical protein	PA14_58970
PA14_58980	hypothetical protein	PA14_58980
PA14_58990	DNA helicase	PA14_58990
PA14_59000	hypothetical protein	PA14_59000
PA14_59010	hypothetical protein	PA14_59010
PA14_59020	hypothetical protein	PA14_59020
PA14_59030	hypothetical protein	PA14_59030
PA14_59050	nucleoid-associated protein NdpA	PA14_59050
PA14_59060	hypothetical protein	PA14_59060
PA14_59070	hypothetical protein	PA14_59070
PA14_59090	hypothetical protein	PA14_59090
PA14_59100	hypothetical protein	PA14_59100
PA14_59110	hypothetical protein	PA14_59110
PA14_59120	hypothetical protein	PA14_59120
PA14_59130	hypothetical protein	PA14_59130
PA14_59140	hypothetical protein	PA14_59140
PA14_59150	single-stranded DNA-binding protein	PA14_59150
PA14_59160	hypothetical protein	PA14_59160
PA14_59170	hypothetical protein	PA14_59170
PA14_59180	topoisomerase I - like protein	PA14_59180
PA14_59190	hypothetical protein	PA14_59190
PA14_59200	hypothetical protein	PA14_59200
PA14_59210	DNA helicase	PA14_59210
PA14_59220	pyocin S5	PA14_59220
PA14_59230	colicin immunity protein	PA14_59230
PA14_59240	type IV B pilus protein	pilL2
PA14_59250	Type IV B pilus protein	pilN2
PA14_59270	type IV b pilus protein	pilO2
PA14_59280	type IV B pilus protein	pilP2
PA14_59290	type IV B pilus protein	pilQ2
PA14_59310	type IV B pilus protein	pilR2
PA14_59320	type IV B pilus protein	pilS2
PA14_59340	type IV B pilus protein	pilT2
PA14_59350	Type IV B pilus protein	pilV2
PA14_59360	type IV B pilus protein	pilM2
PA14_59370	hypothetical protein	PA14_59370
PA14_59380	hypothetical protein	PA14_59380
PA14_59390	hypothetical protein	PA14_59390
PA14_59400	hypothetical protein	PA14_59400
PA14_59410	hypothetical protein	PA14_59410
PA14_59430	hypothetical protein	PA14_59430
PA14_59440	hypothetical protein	PA14_59440
PA14_59470	hypothetical protein	PA14_59470
PA14_59480	hypothetical protein	PA14_59480
PA14_59490	hypothetical protein	PA14_59490
PA14_59500	hypothetical protein	PA14_59500
PA14_59510	hypothetical protein	PA14_59510
PA14_59520	hypothetical protein	PA14_59520
PA14_59530	hypothetical protein	PA14_59530
PA14_59540	hypothetical protein	PA14_59540
PA14_59550	hypothetical protein	PA14_59550
PA14_59560	transposase	PA14_59560
PA14_59570	transposase	PA14_59570
PA14_59580	transposase	PA14_59580
PA14_59590	hypothetical protein	PA14_59590
PA14_59600	hypothetical protein	PA14_59600
PA14_59610	hypothetical protein	PA14_59610
PA14_59620	hypothetical protein	PA14_59620
PA14_59630	hypothetical protein	PA14_59630
PA14_59640	hypothetical protein	PA14_59640
PA14_59650	hypothetical protein	PA14_59650
PA14_59660	hypothetical protein	PA14_59660
PA14_59670	hypothetical protein	PA14_59670
PA14_59680	hypothetical protein	PA14_59680
PA14_59690	hypothetical protein	PA14_59690
PA14_59700	hypothetical protein	PA14_59700
PA14_59710	fimbrial protein	cupD1
PA14_59720	pili assembly chaperone	cupD2
PA14_59750	fimbrial subunit	cupD4
PA14_59760	pili assembly chaperone	cupD5
PA14_59770	two component response regulator	rcsB
PA14_59780	kinase sensor protein	rcsC
PA14_59790	two component response regulator	pvrR
PA14_59800	PvrS	pvrS
PA14_59820	hypothetical protein	PA14_59820
PA14_59830	helicase	PA14_59830
PA14_59840	hypothetical protein	PA14_59840
PA14_59845	hypothetical protein	PA14_59845
PA14_59850	hypothetical protein	PA14_59850
PA14_59860	type III effector Hop protein	PA14_59860
PA14_59870	hypothetical protein	PA14_59870
PA14_59880	hypothetical protein	PA14_59880
PA14_59890	hypothetical protein	PA14_59890
PA14_59900	hypothetical protein	PA14_59900
PA14_59910	hypothetical protein	PA14_59910
PA14_59920	hypothetical protein	PA14_59920
PA14_59930	hypothetical protein	PA14_59930
PA14_59940	hypothetical protein	PA14_59940
PA14_59950	hypothetical protein	PA14_59950
PA14_59960	DsbA2	dsbA2
PA14_59970	hypothetical protein	PA14_59970
PA14_59980	hypothetical protein	PA14_59980
PA14_59990	hypothetical protein	PA14_59990
PA14_60000	hypothetical protein	PA14_60000
PA14_60010	hypothetical protein	PA14_60010
PA14_60020	hypothetical protein	PA14_60020
PA14_60030	hypothetical protein	PA14_60030
PA14_60040	hypothetical protein	PA14_60040
PA14_60050	plasmid stablization protein	PA14_60050
PA14_60060	hypothetical protein	PA14_60060
PA14_60070	hypothetical protein	PA14_60070
PA14_60080	hypothetical protein	PA14_60080
PA14_60090	hypothetical protein	PA14_60090
PA14_60100	deoxycytidine triphosphate deaminase	dtd
PA14_60110	hypothetical protein	PA14_60110
PA14_60120	deoxycytidine deaminase	dcd2
PA14_60130	hypothetical protein	PA14_60130
PA14_60140	xerD-like integrase	PA14_60140
PA14_60190	clpB protein	clpB
PA14_60200	hypothetical protein	PA14_60200
PA14_60210	pseudouridine synthase	rluD
PA14_60230	competence protein ComL	comL
PA14_60240	hypothetical protein	PA14_60240
PA14_60250	two-component sensor PilS	pilS
PA14_60260	two-component response regulator PilR	pilR
PA14_60270	glycine/D-amino acid oxidases	PA14_60270
PA14_60280	type 4 fimbrial biogenesis protein FimU	fimU
PA14_60290	type 4 fimbrial biogenesis protein PilW	pilW
PA14_60300	type 4 fimbrial biogenesis protein PilX	pilX
PA14_60310	type 4 fimbrial biogenesis protein PilY1	pilY1
PA14_60320	type 4 fimbrial biogenesis protein PilE	pilE
PA14_60330	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	ispH
PA14_60350	peptidyl-prolyl cis-trans isomerase, FkbP-type	PA14_60350
PA14_60360	lipoprotein signal peptidase	lspA
PA14_60370	isoleucyl-tRNA synthetase	ileS
PA14_60380	bifunctional riboflavin kinase/FMN adenylyltransferase	ribF
PA14_60390	virulence factor, membrane protein	PA14_60390
PA14_60400	30S ribosomal protein S20	rpsT
PA14_60410	hypothetical protein	PA14_60410
PA14_60420	gamma-glutamyl kinase	proB
PA14_60445	GTPase ObgE	obgE
PA14_60450	50S ribosomal protein L27	rpmA
PA14_60460	50S ribosomal protein L21	rplU
PA14_60470	octaprenyl-diphosphate synthase	ispB
PA14_60480	hypothetical protein	PA14_60480
PA14_60490	cytochrome c	PA14_60490
PA14_60500	peptidyl-prolyl cis-trans isomerase FklB	fklB
PA14_60520	hypothetical protein	PA14_60520
PA14_60530	hypothetical protein	PA14_60530
PA14_60540	hypothetical protein	PA14_60540
PA14_60550	ATP-dependent protease	PA14_60550
PA14_60560	hypothetical protein	PA14_60560
PA14_60570	hypothetical protein	PA14_60570
PA14_60580	hypothetical protein	PA14_60580
PA14_60590	hypothetical protein	PA14_60590
PA14_60600	transcriptional regulator RtcR	rtcR
PA14_60630	hypothetical protein	PA14_60630
PA14_60650	hypothetical protein	PA14_60650
PA14_60660	nucleotidyltransferase	PA14_60660
PA14_60670	RNA 3'-terminal-phosphate cyclase	rtcA
PA14_60690	lipoprotein	PA14_60690
PA14_60700	cytochrome c551 peroxidase	ccpR
PA14_60710	glutamate dehydrogenase	gdhA
PA14_60730	outer membrane protein	PA14_60730
PA14_60750	protein activator	pra
PA14_60760	hypothetical protein	PA14_60760
PA14_60770	outer membrane protein	PA14_60770
PA14_60780	ABC transporter permease	PA14_60780
PA14_60790	ABC transporter ATP-binding protein	PA14_60790
PA14_60800	ABC transporter ATP-binding protein	PA14_60800
PA14_60810	transcriptional regulator NfxB	PA14_60810
PA14_60820	outer membrane protein OprJ	oprJ
PA14_60830	multidrug efflux RND transporter MexD	mexD
PA14_60850	multidrug efflux RND membrane fusion protein	mexC
PA14_60860	transcriptional regulator NfxB	nfxB
PA14_60870	motility regulator	morA
PA14_60890	serine hydroxymethyltransferase	glyA
PA14_60900	hypothetical protein	PA14_60900
PA14_60920	hypothetical protein	PA14_60920
PA14_60930	hypothetical protein	PA14_60930
PA14_60950	hypothetical protein	PA14_60950
PA14_60960	hypothetical protein	PA14_60960
PA14_60970	hypothetical protein	PA14_60970
PA14_60990	DNA repair protein RadA	radA
PA14_61000	hypothetical protein	PA14_61000
PA14_61010	hypothetical protein	PA14_61010
PA14_61020	hypothetical protein	PA14_61020
PA14_61040	catalase	katB
PA14_61050	large-conductance mechanosensitive channel	mscL
PA14_61060	oxidoreductase	PA14_61060
PA14_61080	c4-dicarboxylate-binding protein	PA14_61080
PA14_61090	hypothetical protein	PA14_61090
PA14_61110	hypothetical protein	PA14_61110
PA14_61120	hypothetical protein	PA14_61120
PA14_61130	c-type cytochrome	PA14_61130
PA14_61140	hypothetical protein	PA14_61140
PA14_61150	oxidoreductase	PA14_61150
PA14_61170	transmembrane protein	PA14_61170
PA14_61180	hypothetical protein	PA14_61180
PA14_61190	hypothetical protein	PA14_61190
PA14_61200	hypothetical protein	PA14_61200
PA14_61210	glycerate dehydrogenase	hprA
PA14_61220	hypothetical protein	PA14_61220
PA14_61250	APC family lysine-specific permease	lysP
PA14_61260	hypothetical protein	PA14_61260
PA14_61270	hypothetical protein	PA14_61270
PA14_61280	epimerase	PA14_61280
PA14_61290	lipoprotein	PA14_61290
PA14_61300	chemotaxis transducer	PA14_61300
PA14_61320	hypothetical protein	PA14_61320
PA14_61330	magnesium transporter, MgtC family	PA14_61330
PA14_61340	hypothetical protein	PA14_61340
PA14_61350	hypothetical protein	PA14_61350
PA14_61360	hypothetical protein	PA14_61360
PA14_61370	hypothetical protein	PA14_61370
PA14_61380	hypothetical protein	PA14_61380
PA14_61390	lipoprotein	PA14_61390
PA14_61400	malate:quinone oxidoreductase	mqoB
PA14_61410	hypothetical protein	PA14_61410
PA14_61430	hypothetical protein	PA14_61430
PA14_61440	hypothetical protein	PA14_61440
PA14_61450	hypothetical protein	PA14_61450
PA14_61460	hypoxanthine-guanine phosphoribosyltransferase	PA14_61460
PA14_61470	uracil phosphoribosyltransferase	upp
PA14_61480	uracil permease	uraA
PA14_61500	hypothetical protein	PA14_61500
PA14_61510	hypothetical protein	PA14_61510
PA14_61520	hypothetical protein	PA14_61520
PA14_61530	pili assembly chaperone	PA14_61530
PA14_61540	hypothetical protein	PA14_61540
PA14_61550	hypothetical protein	PA14_61550
PA14_61560	MFS transporter	PA14_61560
PA14_61580	ferrochelatase	hemH
PA14_61590	hypothetical protein	PA14_61590
PA14_61600	hypothetical protein	PA14_61600
PA14_61610	hypothetical protein	PA14_61610
PA14_61620	MerR family transcriptional regulator	PA14_61620
PA14_61640	deoxyribodipyrimidine photolyase	phr
PA14_61650	Lipid A 3-O-deacylase	pagL
PA14_61660	glutamate racemase	murI
PA14_61670	molybdopterin biosynthesis protein MoeB	moeB
PA14_61680	S-adenosylmethionine-dependent methyltransferase, PrmC	prmC
PA14_61700	peptide chain release factor 1	prfA
PA14_61710	glutamyl-tRNA reductase	hemA
PA14_61720	hypothetical protein	PA14_61720
PA14_61740	outer membrane lipoprotein LolB	lolB
PA14_61750	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	ipk
PA14_61770	ribose-phosphate pyrophosphokinase	prs
PA14_61780	50S ribosomal protein L25	PA14_61780
PA14_61790	peptidyl-tRNA hydrolase	pth
PA14_61820	GTP-dependent nucleic acid-binding protein EngD	PA14_61820
PA14_61840	Antitoxin HigA	PA14_61840
PA14_61845	HigB	higB
PA14_61850	TonB-dependent receptor	PA14_61850
PA14_61860	carbonic anhydrase	PA14_61860
PA14_61870	hypothetical protein	PA14_61870
PA14_61880	peptide n-acetyltransferase RimI	rimI
PA14_61890	hypothetical protein	PA14_61890
PA14_61910	hypothetical protein	PA14_61910
PA14_61920	hypothetical protein	PA14_61920
PA14_61940	hypothetical protein	PA14_61940
PA14_61950	hypothetical protein	PA14_61950
PA14_61960	hypothetical protein	PA14_61960
PA14_61980	hypothetical protein	PA14_61980
PA14_61990	hypothetical protein	PA14_61990
PA14_62000	ferric iron-binding periplasmic protein HitA	hitA
PA14_62010	iron ABC transporter, permease	hitB
PA14_62020	paraquat-inducible protein B-like protein	PA14_62020
PA14_62030	paraquat-inducible protein A-like protein	PA14_62030
PA14_62040	paraquat-inducible protein	PA14_62040
PA14_62100	sulfite oxidase subunit YedZ	PA14_62100
PA14_62110	sulfite oxidase subunit YedY	PA14_62110
PA14_62120	phosphatidylserine synthase	pssA
PA14_62130	ketol-acid reductoisomerase	ilvC
PA14_62150	acetolactate synthase 3 regulatory subunit	ilvH
PA14_62160	acetolactate synthase 3 catalytic subunit	ilvI
PA14_62170	hypothetical protein	PA14_62170
PA14_62180	hypothetical protein	PA14_62180
PA14_62190	hypothetical protein	PA14_62190
PA14_62200	penicillin-binding protein 1B	mrcB
PA14_62230	hypothetical protein	PA14_62230
PA14_62240	hypothetical protein	PA14_62240
PA14_62250	hypothetical protein	PA14_62250
PA14_62260	hypothetical protein	PA14_62260
PA14_62270	hypothetical protein	PA14_62270
PA14_62280	hemin importer ATP-binding subunit	hmuV
PA14_62290	ABC transporter permease	PA14_62290
PA14_62300	hypothetical protein	PA14_62300
PA14_62330	hemin degrading factor	PA14_62330
PA14_62350	heme/hemoglobin uptake outer membrane receptor PhuR	PA14_62350
PA14_62360	Rieske family iron-sulfur cluster-binding protein	PA14_62360
PA14_62370	hypothetical protein	PA14_62370
PA14_62380	hypothetical protein	PA14_62380
PA14_62390	hypothetical protein	PA14_62390
PA14_62400	aminotransferase	PA14_62400
PA14_62410	hypothetical protein	PA14_62410
PA14_62420	hypothetical protein	PA14_62420
PA14_62430	hypothetical protein	PA14_62430
PA14_62440	transporter	PA14_62440
PA14_62450	tRNA (uracil-5-)-methyltransferase	trmA
PA14_62470	sugar fermentation stimulation protein A	PA14_62470
PA14_62480	hypothetical protein	PA14_62480
PA14_62490	suppressor protein DksA	dksA
PA14_62510	glutamyl-Q tRNA(Asp) synthetase	PA14_62510
PA14_62520	hypothetical protein	PA14_62520
PA14_62530	two-component sensor CbrA	cbrA
PA14_62540	two-component response regulator CbrB	cbrB
PA14_62560	poly(A) polymerase	pcnB
PA14_62570	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	folK
PA14_62580	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB
PA14_62590	pantoate--beta-alanine ligase	panC
PA14_62600	aspartate alpha-decarboxylase	panD
PA14_62620	glucose-6-phosphate isomerase	pgi
PA14_62630	acetyl-CoA synthetase	acsB
PA14_62640	hypothetical protein	PA14_62640
PA14_62650	hypothetical protein	PA14_62650
PA14_62660	hypothetical protein	PA14_62660
PA14_62670	hypothetical protein	PA14_62670
PA14_62680	hypothetical protein	PA14_62680
PA14_62690	hypothetical protein	PA14_62690
PA14_62710	polynucleotide phosphorylase	pnp
PA14_62720	30S ribosomal protein S15	rpsO
PA14_62730	tRNA pseudouridine synthase B	truB
PA14_62740	ribosome-binding factor A	rbfA
PA14_62760	translation initiation factor IF-2	infB
PA14_62770	transcription elongation factor NusA	nusA
PA14_62780	hypothetical protein	PA14_62780
PA14_62810	preprotein translocase subunit SecG	secG
PA14_62830	triosephosphate isomerase	tpiA
PA14_62840	phosphoglucosamine mutase	glmM
PA14_62850	dihydropteroate synthase	folP
PA14_62860	cell division protein FtsH	ftsH
PA14_62870	cell division protein FtsJ	rrmJ
PA14_62880	hypothetical protein	PA14_62880
PA14_62890	hypothetical protein	PA14_62890
PA14_62900	transcription elongation factor GreA	greA
PA14_62910	carbamoyl phosphate synthase large subunit	carB
PA14_62920	leucine export protein LeuE	PA14_62920
PA14_62930	carbamoyl phosphate synthase small subunit	carA
PA14_62940	dihydrodipicolinate reductase	dapB
PA14_62960	chaperone protein DnaJ	dnaJ
PA14_62970	molecular chaperone DnaK	dnaK
PA14_62990	heat shock protein GrpE	grpE
PA14_63010	DNA repair protein RecN	recN
PA14_63020	ferric uptake regulation protein	fur
PA14_63030	outer membrane lipoprotein OmlA precursor	omlA
PA14_63040	hypothetical protein	PA14_63040
PA14_63050	hypothetical protein	PA14_63050
PA14_63060	SsrA-binding protein	smpB
PA14_63070	GntR family transcriptional regulator	PA14_63070
PA14_63080	L-lactate permease	lldP
PA14_63090	L-lactate dehydrogenase	lldD
PA14_63100	ferredoxin	PA14_63100
PA14_63110	S-adenosylmethionine decarboxylase	PA14_63110
PA14_63120	hypothetical protein	PA14_63120
PA14_63130	hypothetical protein	PA14_63130
PA14_63150	two-component response regulator	pmrA
PA14_63160	PmrB: two-component regulator system signal sensor kinase PmrB	pmrB
PA14_63170	transcriptional regulator	PA14_63170
PA14_63190	hypothetical protein	PA14_63190
PA14_63200	hypothetical protein	PA14_63200
PA14_63210	two-component response regulator	PA14_63210
PA14_63220	hypothetical protein	PA14_63220
PA14_63230	hypothetical protein	PA14_63230
PA14_63240	transcriptional regulator	PA14_63240
PA14_63250	acetyl-CoA acetyltransferase	PA14_63250
PA14_63270	3-ketoacyl-ACP reductase	fabG
PA14_63280	transcriptional regulator	PA14_63280
PA14_63290	hypothetical protein	phaJ3
PA14_63300	hypothetical protein	PA14_63300
PA14_63310	hypothetical protein	PA14_63310
PA14_63320	hypothetical protein	PA14_63320
PA14_63330	glycerolphosphodiesterase	PA14_63330
PA14_63340	lipoprotein	PA14_63340
PA14_63350	GNAT family acetyltransferase	PA14_63350
PA14_63360	hypothetical protein	PA14_63360
PA14_63370	hypothetical protein	PA14_63370
PA14_63380	hypothetical protein	PA14_63380
PA14_63390	adenylate kinase	PA14_63390
PA14_63410	hypothetical protein	PA14_63410
PA14_63420	hypothetical protein	PA14_63420
PA14_63430	hypothetical protein	PA14_63430
PA14_63440	bacteriophage integrase	PA14_63440
PA14_63450	hypothetical protein	PA14_63450
PA14_63470	methyltransferase	PA14_63470
PA14_63480	amino acid permease	PA14_63480
PA14_63500	hypothetical protein	PA14_63500
PA14_63520	transcriptional regulator	PA14_63520
PA14_63530	selenocysteine-specific elongation factor	selB
PA14_63540	selenocysteine synthase	selA
PA14_63550	formate dehydrogenase accessory protein FdhE	fdhE
PA14_63570	nitrate-inducible formate dehydrogenase subunit gamma	fdnI
PA14_63580	nitrate-inducible formate dehydrogenase subunit beta	fdnH
PA14_63605	formate dehydrogenase-O, major subunit	fdnG
PA14_63620	lipase LipC	lipC
PA14_63640	2,4-dienoyl-CoA reductase	fadH2
PA14_63650	hypothetical protein	PA14_63650
PA14_63660	hypothetical protein	PA14_63660
PA14_63680	hypothetical protein	PA14_63680
PA14_63700	hypothetical protein	PA14_63700
PA14_63710	glycosyl transferase family protein	PA14_63710
PA14_63720	hypothetical protein	PA14_63720
PA14_63730	transporter	PA14_63730
PA14_63740	hypothetical protein	PA14_63740
PA14_63750	hypothetical protein	PA14_63750
PA14_63770	hypothetical protein	PA14_63770
PA14_63780	hypothetical protein	PA14_63780
PA14_63800	Mg(2+) transport ATPase, P-type 2	mgtA
PA14_63820	hypothetical protein	PA14_63820
PA14_63830	N-hydroxyarylamine O-acetyltransferase	PA14_63830
PA14_63840	hypothetical protein	PA14_63840
PA14_63850	dihydrolipoamide dehydrogenase	lpd3
PA14_63860	hypothetical protein	PA14_63860
PA14_63880	transcriptional regulator	PA14_63880
PA14_63890	short-chain dehydrogenase	PA14_63890
PA14_63900	hemolyin III	PA14_63900
PA14_63910	hypothetical protein	PA14_63910
PA14_63920	hypothetical protein	PA14_63920
PA14_63940	hypothetical protein	PA14_63940
PA14_63960	uter membrane protein	PA14_63960
PA14_63970	hypothetical protein	PA14_63970
PA14_63990	arginine decarboxylase	speA
PA14_64000	translation initiation factor Sui1	PA14_64000
PA14_64010	hypothetical protein	PA14_64010
PA14_64030	hypothetical protein	PA14_64030
PA14_64050	two-component response regulator	PA14_64050
PA14_64060	chemotaxis transducer	PA14_64060
PA14_64080	thiol:disulfide interchange protein	dipZ
PA14_64090	3-dehydroquinate dehydratase	aroQ1
PA14_64100	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	accB
PA14_64110	acetyl-CoA carboxylase biotin carboxylase subunit	accC
PA14_64120	hypothetical protein	PA14_64120
PA14_64140	50S ribosomal protein L11 methyltransferase	prmA
PA14_64170	hypothetical protein	PA14_64170
PA14_64180	hypothetical protein	PA14_64180
PA14_64190	DNA-binding protein Fis	fis
PA14_64200	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	purH
PA14_64220	phosphoribosylamine--glycine ligase	purD
PA14_64230	RetS (regulator of exopolysaccharide and Type III secretion)	retS
PA14_64240	MarC family protein	PA14_64240
PA14_64260	hypothetical protein	PA14_64260
PA14_64270	hypothetical protein	PA14_64270
PA14_64280	branched-chain amino acid ABC transporter permease	PA14_64280
PA14_64290	ABC transporter permease	PA14_64290
PA14_64300	ABC transporter ATP-binding protein	PA14_64300
PA14_64310	ABC transporter ATP-binding protein	PA14_64310
PA14_64320	hypothetical protein	PA14_64320
PA14_64335	urease accessory protein	ureD
PA14_64350	urease subunit gamma	ureA
PA14_64360	hypothetical protein	PA14_64360
PA14_64370	urease subunit beta	ureB
PA14_64390	urease subunit alpha	ureC
PA14_64400	hypothetical protein	PA14_64400
PA14_64410	hypothetical protein	PA14_64410
PA14_64420	hypothetical protein	PA14_64420
PA14_64430	hypothetical protein	PA14_64430
PA14_64440	hypothetical protein	PA14_64440
PA14_64450	heat-shock protein	PA14_64450
PA14_64460	hypothetical protein	PA14_64460
PA14_64470	hypothetical protein	PA14_64470
PA14_64480	DNA-binding transcriptional activator OsmE	osmE
PA14_64490	hypothetical protein	PA14_64490
PA14_64500	transcriptional regulator	PA14_64500
PA14_64510	hypothetical protein	PA14_64510
PA14_64520	bacterioferritin	PA14_64520
PA14_64530	hypothetical protein	PA14_64530
PA14_64540	hypothetical protein	PA14_64540
PA14_64550	hypothetical protein	PA14_64550
PA14_64560	hypothetical protein	PA14_64560
PA14_64570	two-component response regulator	irlR
PA14_64580	two-component sensor	PA14_64580
PA14_64590	MFS transporter	PA14_64590
PA14_64610	hypothetical protein	PA14_64610
PA14_64620	oxidoreductase	PA14_64620
PA14_64640	TetR family transcriptional regulator	PA14_64640
PA14_64650	urease accessory protein UreE	ureE
PA14_64660	urease accessory protein UreF	ureF
PA14_64670	urease accessory protein UreG	ureG
PA14_64680	hypothetical protein	ureJ
PA14_64690	transmembrane sensor	PA14_64690
PA14_64700	RNA polymerase sigma factor	PA14_64700
PA14_64710	extracellular heme-binding protein	PA14_64710
PA14_64720	porin	PA14_64720
PA14_64740	aldehyde dehydrogenase	PA14_64740
PA14_64750	MFS transporter	PA14_64750
PA14_64770	benzoylformate decarboxylase	mdlC
PA14_64780	transcriptional regulator	PA14_64780
PA14_64790	MFS transporter	PA14_64790
PA14_64800	vanillate O-demethylase oxygenase	vanA
PA14_64810	vanillate O-demethylase	vanB
PA14_64820	transcriptional regulator	PA14_64820
PA14_64840	short-chain dehydrogenase	PA14_64840
PA14_64850	ornithine cyclodeaminase	PA14_64850
PA14_64860	ABC transporter ATP-binding protein	PA14_64860
PA14_64870	ABC transporter ATP-binding protein	PA14_64870
PA14_64880	branched chain amino acid ABC transporter permease	PA14_64880
PA14_64890	branched chain amino acid ABC transporter permease	PA14_64890
PA14_64900	ABC transporter substrate-binding protein	PA14_64900
PA14_64910	LysR family transcriptional regulator	PA14_64910
PA14_64920	methyl-accepting chemotaxis protein	PA14_64920
PA14_64930	hypothetical protein	PA14_64930
PA14_64940	hypothetical protein	PA14_64940
PA14_64950	hypothetical protein	pncA
PA14_64960	nicotinate phosphoribosyltransferase	pncB1
PA14_64980	NAD synthetase	nadE
PA14_64990	hypothetical protein	PA14_64990
PA14_65000	azurin	azu
PA14_65010	hypothetical protein	PA14_65010
PA14_65030	hypothetical protein	PA14_65030
PA14_65040	hypothetical protein	PA14_65040
PA14_65050	hypothetical protein	PA14_65050
PA14_65060	hypothetical protein	PA14_65060
PA14_65080	hypothetical protein	PA14_65080
PA14_65090	hypothetical protein	PA14_65090
PA14_65110	biosynthetic alanine racemase	alr
PA14_65130	replicative DNA helicase	dnaB
PA14_65150	50S ribosomal protein L9	rplI
PA14_65160	hypothetical protein	PA14_65160
PA14_65170	30S ribosomal protein S18	rpsR
PA14_65180	30S ribosomal protein S6	rpsF
PA14_65190	TrmH family RNA methyltransferase , group 3	PA14_65190
