locus	description	name
PALES_47631	hypothetical protein	PALES_47631
PALES_47641	chaperonin GroEL	groEL
PALES_47651	co-chaperonin GroES	groES
PALES_47661	FxsA	fxsA
PALES_47671	hypothetical protein	PALES_47671
PALES_47681	probable short-chain dehydrogenase	PALES_47681
PALES_47691	hypothetical protein	PALES_47691
PALES_47701	hypothetical protein	PALES_47701
PALES_47711	putative methyltransferase	PALES_47711
PALES_47721	putative permease	PALES_47721
PALES_47731	putative mechanosensitive ion channel family protein	PALES_47731
PALES_47741	putative nucleotide-binding protein	PALES_47741
PALES_47751	putative two-component response regulator	PALES_47751
PALES_47761	2-dehydropantoate 2-reductase	panE
PALES_47771	putative two-component sensor	PALES_47771
PALES_47781	putative cob(I)alamin adenosyltransferase	PALES_47781
PALES_47791	hypothetical protein	PALES_47791
PALES_47801	putative glutathione S-transferase	PALES_47801
PALES_47811	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase protein	argJ
PALES_47821	preprotein translocase subunit SecA	secA
PALES_47831	putative peptidase	PALES_47831
PALES_47841	hypothetical protein	PALES_47841
PALES_47851	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	lpxC
PALES_47861	cell division protein FtsZ	ftsZ
PALES_47871	cell division protein FtsA	ftsA
PALES_47881	cell division protein FtsQ	ftsQ
PALES_47891	D-alanine--D-alanine ligase	ddl
PALES_47901	UDP-N-acetylmuramate--L-alanine ligase	murC
PALES_47911	undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase	murG
PALES_47921	cell division protein FtsW	ftsW
PALES_47931	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	murD
PALES_47941	phospho-N-acetylmuramoyl-pentapeptide- transferase	mraY
PALES_47951	UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase	murF
PALES_47961	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase	murE
PALES_47971	penicillin-binding protein 3	ftsI
PALES_47981	cell division protein FtsL	ftsL
PALES_47991	S-adenosyl-methyltransferase MraW	mraW
PALES_48001	cell division protein MraZ	PALES_48001
PALES_48011	putative methyltransferases	PALES_48011
PALES_48021	putative lipoprotein	PALES_48021
PALES_48031	hypothetical protein	PALES_48031
PALES_48041	phosphoheptose isomerase	PALES_48041
PALES_48051	putative secreted lipoprotein	PALES_48051
PALES_48061	ClpXP protease specificity-enhancing factor	sspB
PALES_48071	stringent starvation protein A	sspA
PALES_48081	putative cytochrome c1 precursor	PALES_48081
PALES_48091	putative cytochrome b	PALES_48091
PALES_48101	putative iron-sulfur protein	PALES_48101
PALES_48111	30S ribosomal protein S9	rpsI
PALES_48121	50S ribosomal protein L13	rplM
PALES_48131	putative oxidoreductase	PALES_48131
PALES_48141	putative acyl-CoA dehydrogenase	PALES_48141
PALES_48151	putative transcriptional regulator	PALES_48151
PALES_48161	hypothetical protein	PALES_48161
PALES_48171	putative ATPase	PALES_48171
PALES_48181	tryptophanyl-tRNA synthetase	trpS
PALES_48191	putative hydrolase	PALES_48191
PALES_48201	hypothetical protein	PALES_48201
PALES_48211	bifunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinase protein	cysN
PALES_48221	sulfate adenylyltransferase subunit 2	cysD
PALES_48231	murein hydrolase B	mltB1
PALES_48241	hypothetical protein	PALES_48241
PALES_48251	AlgW protein	algW
PALES_48261	histidinol-phosphate aminotransferase	hisC1
PALES_48271	histidinol dehydrogenase	hisD
PALES_48281	ATP phosphoribosyltransferase catalytic subunit	hisG
PALES_48291	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA
PALES_48301	hypothetical protein	PALES_48301
PALES_48311	hypothetical protein	PALES_48311
PALES_48321	putative toluene tolerance protein	PALES_48321
PALES_48331	hypothetical protein	PALES_48331
PALES_48341	putative permease of ABC transporter	PALES_48341
PALES_48351	putative ATP-binding component of ABC transporter	PALES_48351
PALES_48361	putative sugar isomerase	PALES_48361
PALES_48371	putative phophatase	PALES_48371
PALES_48381	hypothetical protein	PALES_48381
PALES_48391	hypothetical protein	PALES_48391
PALES_48401	putative ATP-binding component of ABC transporter	PALES_48401
PALES_48411	RNA polymerase factor sigma-54	rpoN
PALES_48421	putative ribosomal subunit interface protein	PALES_48421
PALES_48431	nitrogen regulatory IIA protein	ptsN
PALES_48441	hypothetical protein	PALES_48441
PALES_48451	putative phosphoryl carrier protein	PALES_48451
PALES_48461	putative heavy-metal transporter	PALES_48461
PALES_48471	superoxide dismutase	sodM
PALES_48481	hypothetical protein	PALES_48481
PALES_48491	fumarate hydratase	fumC
PALES_48501	hypothetical protein	PALES_48501
PALES_48511	PmbA protein	pmbA
PALES_48521	hypothetical protein	PALES_48521
PALES_48531	putative tldD protein	PALES_48531
PALES_48541	putative carbon-nitrogen hydrolase	PALES_48541
PALES_48551	hypothetical protein	PALES_48551
PALES_48561	cytoplasmic axial filament protein	cafA
PALES_48571	Maf-like protein	PALES_48571
PALES_48581	rod shape-determining protein MreD	mreD
PALES_48591	rod shape-determining protein MreC	mreC
PALES_48601	rod shape-determining protein MreB	mreB
PALES_48611	hypothetical protein	PALES_48611
PALES_48621	aspartyl/glutamyl-tRNA amidotransferase subunit C	gatC
PALES_48631	aspartyl/glutamyl-tRNA amidotransferase subunit A	gatA
PALES_48641	aspartyl/glutamyl-tRNA amidotransferase subunit B	gatB
PALES_48651	putative rplA family protein	PALES_48651
PALES_48661	putative carboxymuconolactone decarboxylase	PALES_48661
PALES_48671	hypothetical protein	PALES_48671
PALES_48681	hypothetical protein	PALES_48681
PALES_48691	hypothetical protein	PALES_48691
PALES_48701	hypothetical protein	PALES_48701
PALES_48711	hypothetical protein	PALES_48711
PALES_48721	hypothetical protein	PALES_48721
PALES_48731	putative two-component response regulator	PALES_48731
PALES_48741	putative two-component sensor	PALES_48741
PALES_48751	hypothetical protein	PALES_48751
PALES_48761	putative binding protein component of ABC transporter	PALES_48761
PALES_48771	putative binding protein component of ABC transporter	PALES_48771
PALES_48781	putative metallopeptidase	PALES_48781
PALES_48791	putative transcriptional regulator	PALES_48791
PALES_48801	putative binding protein component of ABC transporter	PALES_48801
PALES_48811	Glycine-glutamate dipeptide porin OpdP	opdD
PALES_48821	putative binding protein component of ABC transporter	PALES_48821
PALES_48831	putative permease of ABC transporter	PALES_48831
PALES_48841	putative permease of ABC transporter	PALES_48841
PALES_48851	putative ATP-binding component of ABC transporter	PALES_48851
PALES_48861	dipeptide transporter ATP-binding subunit	dppF
PALES_48871	hypothetical protein	PALES_48871
PALES_48881	putative transcriptional regulator	PALES_48881
PALES_48891	putative allophanate hydrolase subunit 2	PALES_48891
PALES_48901	putative allophanate hydrolase subunit 1	PALES_48901
PALES_48911	hypothetical protein	PALES_48911
PALES_48921	lipopolysaccharide biosynthetic protein LpxO1	lpxO1
PALES_48931	putative oxidoreductase	PALES_48931
PALES_48941	putative outer membrane receptor for iron transport	PALES_48941
PALES_48951	putative hydroxylase	PALES_48951
PALES_48961	hypothetical protein	PALES_48961
PALES_48971	hypothetical protein	PALES_48971
PALES_48981	hypothetical protein	PALES_48981
PALES_48991	ornithine decarboxylase	speC
PALES_49001	hypothetical protein	PALES_49001
PALES_49011	putative chemotaxis transducer	PALES_49011
PALES_49021	hypothetical protein	PALES_49021
PALES_49031	N-acetyl-anhydromuranmyl-L-alanine amidase	ampD
PALES_49041	hypothetical protein	PALES_49041
PALES_49051	nicotinate-nucleotide pyrophosphorylase	nadC
PALES_49061	pilus biogenesis protein	PALES_49061
PALES_49071	type 4 fimbrial precursor PilA	pilA
PALES_49081	hypothetical protein	PALES_49081
PALES_49091	type 4 fimbrial biogenesis protein PilB	pilB
PALES_49101	still frameshift type 4 fimbrial biogenesis protein PilC	pilC
PALES_49111	type 4 prepilin peptidase PilD	pilD
PALES_49121	dephospho-CoA kinase	coaE
PALES_49131	zinc-binding protein	PALES_49131
PALES_49141	hypothetical protein	PALES_49141
PALES_49151	hypothetical protein	PALES_49151
PALES_49161	hypothetical protein	PALES_49161
PALES_49171	putative acetyltransferase	PALES_49171
PALES_49181	hypothetical protein	PALES_49181
PALES_49191	hypothetical protein	PALES_49191
PALES_49201	hypothetical protein	PALES_49201
PALES_49211	NADH dehydrogenase	ndh
PALES_49221	putative ATPase	PALES_49221
PALES_49231	putative hemolysin activation/secretion protein	PALES_49231
PALES_49241	Large exoprotein	PALES_49241
PALES_49251	ClpB protein	clpB
PALES_49261	hypothetical protein	PALES_49261
PALES_49271	pseudouridine synthase	rluD
PALES_49281	competence protein ComL	comL
PALES_49291	two-component sensor PilS	pilS
PALES_49301	two-component response regulator PilR	pilR
PALES_49311	putative D-amino acid oxidase	PALES_49311
PALES_49321	type 4 fimbrial biogenesis protein FimT	fimT
PALES_49331	type 4 fimbrial biogenesis protein FimU	fimU
PALES_49341	type 4 fimbrial biogenesis protein PilV	pilV
PALES_49351	type 4 fimbrial biogenesis protein PilW	pilW
PALES_49361	type 4 fimbrial biogenesis protein PilX	pilX
PALES_49371	type 4 fimbrial biogenesis protein PilY1	pilY1
PALES_49381	type 4 fimbrial biogenesis protein PilY2	pilY2
PALES_49391	type 4 fimbrial biogenesis protein PilE	pilE
PALES_49401	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	ispH
PALES_49411	putative peptidyl-prolyl cis-trans isomerase, FkbP-type	PALES_49411
PALES_49421	lipoprotein signal peptidase	lspA
PALES_49431	isoleucyl-tRNA synthetase	ileS
PALES_49441	bifunctional riboflavin kinase/FMN adenylyltransferase	ribF
PALES_49451	putative virulence factor, membrane protein	PALES_49451
PALES_49461	30S ribosomal protein S20	rpsT
PALES_49471	hypothetical protein	PALES_49471
PALES_49481	gamma-glutamyl kinase	proB
PALES_49491	GTPase ObgE	obgE
PALES_49501	50S ribosomal protein L27	rpmA
PALES_49511	50S ribosomal protein L21	rplU
PALES_49521	octaprenyl-diphosphate synthase	ispB
PALES_49531	hypothetical protein	PALES_49531
PALES_49541	putative cytochrome c	PALES_49541
PALES_49551	peptidyl-prolyl cis-trans isomerase FklB	fklB
PALES_49561	hypothetical protein	PALES_49561
PALES_49571	hypothetical protein	PALES_49571
PALES_49581	hypothetical protein	PALES_49581
PALES_49591	putative ATP-dependent protease	PALES_49591
PALES_49601	hypothetical protein	PALES_49601
PALES_49611	hypothetical protein	PALES_49611
PALES_49621	hypothetical protein	PALES_49621
PALES_49631	hypothetical protein	PALES_49631
PALES_49641	transcriptional regulator RtcR	rtcR
PALES_49651	putative stomatin/prohibitin	PALES_49651
PALES_49661	hypothetical protein	PALES_49661
PALES_49671	putative nucleotidyltransferase	PALES_49671
PALES_49681	RNA 3'-terminal-phosphate cyclase	rtcA
PALES_49691	putative lipoprotein	PALES_49691
PALES_49701	cytochrome c551 peroxidase precursor	ccpR
PALES_49711	glutamate dehydrogenase	gdhA
PALES_49721	hypothetical protein	PALES_49721
PALES_49731	putative outer membrane protein precursor	PALES_49731
PALES_49741	protein activator	pra
PALES_49751	hypothetical protein	PALES_49751
PALES_49761	putative outer membrane protein precursor	PALES_49761
PALES_49771	putative permease of ABC transporter	PALES_49771
PALES_49781	putative ATP-binding component of ABC transporter	PALES_49781
PALES_49791	putative ABC transporter ATP-binding protein	PALES_49791
PALES_49801	hypothetical protein	PALES_49801
PALES_49811	putative transcriptional regulator	PALES_49811
PALES_49821	Multidrug efflux outer membrane protein OprJ precursor	oprJ
PALES_49831	Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexD	mexD
PALES_49841	Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexC precursor	mexC
PALES_49851	transcriptional regulator NfxB	nfxB
PALES_49861	motility regulator	morA
PALES_49871	serine hydroxymethyltransferase	glyA
PALES_49881	hypothetical protein	PALES_49881
PALES_49891	putative cobalamin synthesis protein/P47K family protein	PALES_49891
PALES_49901	hypothetical protein	PALES_49901
PALES_49911	carbon starvation protein	PALES_49911
PALES_49921	hypothetical protein	PALES_49921
PALES_49931	hypothetical protein	PALES_49931
PALES_49941	DNA repair protein RadA	radA
PALES_49951	hypothetical protein	PALES_49951
PALES_49961	hypothetical protein	PALES_49961
PALES_49971	ankyrin-like protein	PALES_49971
PALES_49981	catalase	katB
PALES_49991	large-conductance mechanosensitive channel	mscL
PALES_50001	putative oxidoreductase	PALES_50001
PALES_50011	putative c4-dicarboxylate-binding protein	PALES_50011
PALES_50021	putative nucleotide methyltransferase	PALES_50021
PALES_50031	putative xanthine dehydrogenase accessory factor X	PALES_50031
PALES_50041	putative c-type cytochrome	PALES_50041
PALES_50051	putative oxidoreductase, small subunit	PALES_50051
PALES_50061	putative oxidoreductase	PALES_50061
PALES_50071	putative major facilitator superfamily (MFS) transporter	PALES_50071
PALES_50081	hypothetical protein	PALES_50081
PALES_50091	putative hemolysin activation/secretion protein	PALES_50091
PALES_50101	hypothetical protein	PALES_50101
PALES_50111	glycerate dehydrogenase	hprA
PALES_50121	putative ribosomal RNA small subunit methyltransferase C	PALES_50121
PALES_50131	lysine-specific permease	lysP
PALES_50141	hypothetical protein	PALES_50141
PALES_50151	hypothetical protein	PALES_50151
PALES_50161	putative epimerase	PALES_50161
PALES_50171	putative lipoprotein	PALES_50171
PALES_50181	putative chemotaxis transducer	PALES_50181
PALES_50191	hypothetical protein	PALES_50191
PALES_50201	putative magnesium transporter, MgtC family	PALES_50201
PALES_50211	hypothetical protein	PALES_50211
PALES_50221	hypothetical protein	PALES_50221
PALES_50231	putative acetyltransferase	PALES_50231
PALES_50251	putative lipoprotein	PALES_50251
PALES_50261	malate:quinone oxidoreductase	mqoB
PALES_50271	hypothetical protein	PALES_50271
PALES_50281	hypothetical protein	PALES_50281
PALES_50291	hypothetical protein	PALES_50291
PALES_50301	hypothetical protein	PALES_50301
PALES_50311	hypoxanthine-guanine phosphoribosyltransferase	PALES_50311
PALES_50321	uracil phosphoribosyltransferase	upp
PALES_50331	uracil permease	uraA
PALES_50341	hypothetical protein	PALES_50341
PALES_50351	hypothetical protein	PALES_50351
PALES_50361	hypothetical protein	PALES_50361
PALES_50371	putative pili assembly chaperone	PALES_50371
PALES_50381	putative type 1 pili usher protein CsuD	PALES_50381
PALES_50391	hypothetical protein	PALES_50391
PALES_50401	putative major facilitator superfamily (MFS) transporter	PALES_50401
PALES_50411	ferrochelatase	hemH
PALES_50421	putative sugar nucleotide epimerase	PALES_50421
PALES_50431	putative oxidoreductase	PALES_50431
PALES_50441	hypothetical protein	PALES_50441
PALES_50451	putative transcriptional regulator	PALES_50451
PALES_50461	deoxyribodipyrimidine photolyase	phr
PALES_50471	Lipid A 3-O-deacylase	pagL
PALES_50481	glutamate racemase	murI
PALES_50491	molybdopterin biosynthesis protein MoeB	moeB
PALES_50501	putative methyl transferase	hemK
PALES_50511	peptide chain release factor 1	prfA
PALES_50521	glutamyl-tRNA reductase	hemA
PALES_50531	hypothetical protein	PALES_50531
PALES_50541	outer membrane lipoprotein LolB	lolB
PALES_50551	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	ipk
PALES_50561	ribose-phosphate pyrophosphokinase	prs
PALES_50571	50S ribosomal protein L25/general stress protein Ctc	PALES_50571
PALES_50581	peptidyl-tRNA hydrolase	PALES_50581
PALES_50591	GTP-dependent nucleic acid-binding protein EngD	PALES_50591
PALES_50601	putative virulence-associated protein	PALES_50601
PALES_50611	putative TonB-dependent receptor	PALES_50611
PALES_50621	putative carbonic anhydrase	PALES_50621
PALES_50631	hypothetical protein	PALES_50631
PALES_50641	peptide n-acetyltransferase RimI	rimI
PALES_50651	hypothetical protein	PALES_50651
PALES_50661	hypothetical protein	PALES_50661
PALES_50671	hypothetical protein	PALES_50671
PALES_50681	hypothetical protein	PALES_50681
PALES_50691	hypothetical protein	PALES_50691
PALES_50701	hypothetical protein	PALES_50701
PALES_50711	hypothetical protein	PALES_50711
PALES_50721	hypothetical protein	PALES_50721
PALES_50741	paraquat-inducible protein B-like protein	PALES_50741
PALES_50751	putative paraquat-inducible protein	PALES_50751
PALES_50761	putative sulfite oxidase subunit YedZ	PALES_50761
PALES_50771	putative sulfite oxidase subunit YedY	PALES_50771
PALES_50781	phosphatidylserine synthase	pssA
PALES_50791	ketol-acid reductoisomerase	ilvC
PALES_50801	acetolactate synthase 3 regulatory subunit	ilvH
PALES_50811	acetolactate synthase 3 catalytic subunit	ilvI
PALES_50821	hypothetical protein	PALES_50821
PALES_50831	hypothetical protein	PALES_50831
PALES_50841	hypothetical protein	PALES_50841
PALES_50851	penicillin-binding protein 1B	mrcB
PALES_50861	hypothetical protein	PALES_50861
PALES_50871	hypothetical protein	PALES_50871
PALES_50881	hypothetical protein	PALES_50881
PALES_50891	hypothetical protein	PALES_50891
PALES_50901	hypothetical protein	PALES_50901
PALES_50911	hemin importer ATP-binding subunit	hmuV
PALES_50921	putative permease of ABC transporter	PALES_50921
PALES_50931	Heme-transport protein, PhuT	phuT
PALES_50941	putative hemin degrading factor	PALES_50941
PALES_50951	Haem/Haemoglobin uptake outer membrane receptor PhuR precursor	phuR
PALES_50961	putative iron-sulfur cluster-binding protein, Rieske family	PALES_50961
PALES_50971	hypothetical protein	PALES_50971
PALES_50981	hypothetical protein	PALES_50981
PALES_50991	putative metal-binding protein	PALES_50991
PALES_51001	aminotransferase	PALES_51001
PALES_51011	hypothetical protein	PALES_51011
PALES_51021	putative zinc metallopeptidase	PALES_51021
PALES_51031	hypothetical protein	PALES_51031
PALES_51041	putative transporter	PALES_51041
PALES_51051	tRNA (uracil-5-)-methyltransferase	trmA
PALES_51061	sugar fermentation stimulation protein A	PALES_51061
PALES_51071	hypothetical protein	PALES_51071
PALES_51081	suppressor protein DksA	dksA
PALES_51091	glutamyl-Q tRNA(Asp) synthetase	PALES_51091
PALES_51101	two-component sensor CbrA	cbrA
PALES_51111	two-component response regulator CbrB	cbrB
PALES_51121	poly(A) polymerase	pcnB
PALES_51131	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	folK
PALES_51141	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB
PALES_51151	pantoate--beta-alanine ligase	panC
PALES_51161	aspartate alpha-decarboxylase	panD
PALES_51171	glucose-6-phosphate isomerase	pgi
PALES_51181	acetyl-CoA synthetase	acsB
PALES_51191	hypothetical protein	PALES_51191
PALES_51201	hypothetical protein	PALES_51201
PALES_51211	hypothetical protein	PALES_51211
PALES_51221	hypothetical protein	PALES_51221
PALES_51231	hypothetical protein	PALES_51231
PALES_51241	hypothetical protein	PALES_51241
PALES_51251	polynucleotide phosphorylase/polyadenylase	pnp
PALES_51261	30S ribosomal protein S15	rpsO
PALES_51271	tRNA pseudouridine 55 synthase	truB
PALES_51281	ribosome-binding factor A	rbfA
PALES_51291	translation initiation factor IF-2	infB
PALES_51301	transcription elongation factor NusA	nusA
PALES_51311	hypothetical protein	PALES_51311
PALES_51321	preprotein translocase subunit SecG	secG
PALES_51331	triosephosphate isomerase	tpiA
PALES_51341	phosphoglucosamine mutase	glmM
PALES_51351	dihydropteroate synthase	folP
PALES_51361	cell division protein FtsH	ftsH
PALES_51371	cell division protein FtsJ	ftsJ
PALES_51381	putative RNA-binding protein	PALES_51381
PALES_51391	hypothetical protein	PALES_51391
PALES_51401	transcription elongation factor GreA	greA
PALES_51411	carbamoyl phosphate synthase large subunit	carB
PALES_51421	leucine export protein LeuE	PALES_51421
PALES_51431	carbamoyl phosphate synthase small subunit	carA
PALES_51441	dihydrodipicolinate reductase	dapB
PALES_51451	DnaJ protein	dnaJ
PALES_51461	molecular chaperone DnaK	dnaK
PALES_51471	heat shock protein GrpE	grpE
PALES_51481	DNA repair protein RecN	recN
PALES_51491	ferric uptake regulation protein	fur
PALES_51501	Outer membrane lipoprotein OmlA precursor	omlA
PALES_51511	hypothetical protein	PALES_51511
PALES_51521	putative lipid transport protein	PALES_51521
PALES_51531	SsrA-binding protein	smpB
PALES_51541	putative transcriptional regulator	PALES_51541
PALES_51551	L-lactate permease	lldP
PALES_51561	L-lactate dehydrogenase	lldD
PALES_51571	putative ferredoxin	PALES_51571
PALES_51581	putative S-adenosylmethionine decarboxylase proenzyme	PALES_51581
PALES_51591	putative spermidine synthase	PALES_51591
PALES_51601	hypothetical protein	PALES_51601
PALES_51611	PmrA: two-component regulator system response regulator PmrA	pmrA
PALES_51621	PmrB: two-component regulator system signal sensor kinase PmrB	pmrB
PALES_51631	putative transcriptional regulator	PALES_51631
PALES_51641	hypothetical protein	PALES_51641
PALES_51651	putative serine/threonine protein kinase	PALES_51651
PALES_51661	putative two-component response regulator	PALES_51661
PALES_51671	hypothetical protein	PALES_51671
PALES_51681	hypothetical protein	PALES_51681
PALES_51691	putative transcriptional regulator	PALES_51691
PALES_51701	acetyl-CoA acetyltransferase	PALES_51701
PALES_51721	putative transcriptional regulator	PALES_51721
PALES_51731	putative (R)-specific enoyl-CoA hydratase	phaJ3
PALES_51741	hypothetical protein	PALES_51741
PALES_51751	putative methyltransferase	PALES_51751
PALES_51761	hypothetical protein	PALES_51761
PALES_51771	putative glycerolphosphodiesterase	PALES_51771
PALES_51781	putative lipoprotein	PALES_51781
PALES_51791	putative acetyltransferase, GNAT family	PALES_51791
PALES_51801	putative peroxiredoxin	PALES_51801
PALES_51811	putative glycine cleavage system H protein	PALES_51811
PALES_51821	hypothetical protein	PALES_51821
PALES_51831	putative adenylate kinase	PALES_51831
PALES_51841	hypothetical protein	PALES_51841
PALES_51851	hypothetical protein	PALES_51851
PALES_51861	hypothetical protein	PALES_51861
PALES_51871	Putative methyltransferase	PALES_51871
PALES_51881	putative amino acid permease	PALES_51881
PALES_51891	hypothetical protein	PALES_51891
PALES_51901	putative transcriptional regulator	PALES_51901
PALES_51911	selenocysteine-specific elongation factor	selB
PALES_51921	selenocysteine synthase	selA
PALES_51931	FdhE protein	fdhE
PALES_51941	nitrate-inducible formate dehydrogenase, gamma subunit	fdnI
PALES_51951	nitrate-inducible formate dehydrogenase, beta subunit	fdnH
PALES_51961	formate dehydrogenase-O, major subunit	fdnG
PALES_51971	Twin-arginine translocation pathway signal	PALES_51971
PALES_51981	lipase LipC	lipC
PALES_51991	2,4-dienoyl-CoA reductase FadH2	fadH2
PALES_52001	hypothetical protein	PALES_52001
PALES_52011	hypothetical protein	PALES_52011
PALES_52021	hypothetical protein	PALES_52021
PALES_52031	hypothetical protein	PALES_52031
PALES_52041	putative glycosyl transferase	PALES_52041
PALES_52051	putative membrane proteins	PALES_52051
PALES_52061	putative transporter	PALES_52061
PALES_52071	putative Na+/phosphate symporter	PALES_52071
PALES_52081	hypothetical protein	PALES_52081
PALES_52091	hypothetical protein	PALES_52091
PALES_52101	Mg(2+) transport ATPase, P-type 2	mgtA
PALES_52111	hypothetical protein	PALES_52111
PALES_52121	arylamine N-acetyltransferase	PALES_52121
PALES_52131	hypothetical protein	PALES_52131
PALES_52141	dihydrolipoamide dehydrogenase	lpd3
PALES_52151	hypothetical protein	PALES_52151
PALES_52161	putative transcriptional regulator	PALES_52161
PALES_52171	putative short-chain dehydrogenase	PALES_52171
PALES_52181	putative hemolyin III	PALES_52181
PALES_52191	hypothetical protein	PALES_52191
PALES_52201	hypothetical protein	PALES_52201
PALES_52211	hypothetical protein	PALES_52211
PALES_52221	putative outer membrane protein precursor	PALES_52221
PALES_52231	hypothetical protein	PALES_52231
PALES_52241	arginine decarboxylase (ADC)	speA
PALES_52251	translation initiation factor Sui1	PALES_52251
PALES_52261	putative isopentenyldiphosphate isomerase	PALES_52261
PALES_52271	hypothetical protein	PALES_52271
PALES_52281	putative two-component response regulator	PALES_52281
PALES_52291	putative chemotaxis transducer	PALES_52291
PALES_52301	thiol:disulfide interchange protein precursor	dipZ
PALES_52311	3-dehydroquinate dehydratase	aroQ1
PALES_52321	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	accB
PALES_52331	acetyl-CoA carboxylase biotin carboxylase subunit	accC
PALES_52341	hypothetical protein	PALES_52341
PALES_52351	ribosomal protein L11 methyltransferase	prmA
PALES_52361	hypothetical protein	PALES_52361
PALES_52371	putative tRNA-dihydrouridine synthase	PALES_52371
PALES_52381	DNA-binding protein Fis	fis
PALES_52391	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	purH
PALES_52401	phosphoribosylamine--glycine ligase	purD
PALES_52411	RetS (Regulator of Exopolysaccharide and Type III Secretion)	retS
PALES_52421	putative membrane protein, MarC family	PALES_52421
PALES_52431	hypothetical protein	PALES_52431
PALES_52441	putative branched-chain amino acid ABC transporter, periplasmic component	PALES_52441
PALES_52451	putative permease of ABC transporter	PALES_52451
PALES_52461	putative permease of ABC transporter	PALES_52461
PALES_52471	putative ATP-binding component of ABC transporter	PALES_52471
PALES_52481	putative ATP-binding component of ABC transporter	PALES_52481
PALES_52491	putative acetyltransferase	PALES_52491
PALES_52501	urease accessory protein	ureD
PALES_52511	urease subunit gamma	ureA
PALES_52521	putative phosphinothricin N-acetyltransferase	PALES_52521
PALES_52531	urease subunit beta	ureB
PALES_52541	urease subunit alpha	ureC
PALES_52551	hypothetical protein	PALES_52551
PALES_52561	hypothetical protein	PALES_52561
PALES_52571	hypothetical protein	PALES_52571
PALES_52581	carboxyphosphonoenolpyruvate phosphonomutase	PALES_52581
PALES_52591	putative heat-shock protein	PALES_52591
PALES_52601	putative phosphate starvation-inducible protein	PALES_52601
PALES_52611	hypothetical protein	PALES_52611
PALES_52621	DNA-binding transcriptional activator OsmE	osmE
PALES_52631	hypothetical protein	PALES_52631
PALES_52641	putative transcriptional regulator	PALES_52641
PALES_52651	hypothetical protein	PALES_52651
PALES_52661	putative bacterioferritin	PALES_52661
PALES_52671	hypothetical protein	PALES_52671
PALES_52681	putative oxidoreductase, molybdopterin-binding	PALES_52681
PALES_52691	putative thiosulfate reductase cytochrome B subunit	PALES_52691
PALES_52701	hypothetical protein	PALES_52701
PALES_52711	two-component response regulator	irlR
PALES_52721	putative two-component sensor	PALES_52721
PALES_52731	putative major facilitator superfamily (MFS) transporter	PALES_52731
PALES_52741	acyl-CoA delta-9-desaturase, DesB	desB
PALES_52751	putative oxidoreductase	PALES_52751
PALES_52761	DesT	desT
PALES_52771	urease accessory protein UreE	ureE
PALES_52781	urease accessory protein UreF	ureF
PALES_52791	urease accessory protein UreG	ureG
PALES_52801	urease accessory protein	ureJ
PALES_52811	putative transmembrane sensor	PALES_52811
PALES_52821	RNA polymerase sigma factor	PALES_52821
PALES_52831	putative extracellular heme-binding protein	PALES_52831
PALES_52841	histidine porin OpdK	opdK
PALES_52851	putative aldehyde dehydrogenase	PALES_52851
PALES_52861	putative major facilitator superfamily (MFS) transporter	PALES_52861
PALES_52871	benzoylformate decarboxylase	mdlC
PALES_52881	putative transcriptional regulator	PALES_52881
PALES_52891	putative major facilitator superfamily (MFS) transporter	PALES_52891
PALES_52901	vanillate O-demethylase oxygenase subunit	vanA
PALES_52911	vanillate O-demethylase oxidoreductase	vanB
PALES_52921	putative transcriptional regulator	PALES_52921
PALES_52931	putative short-chain dehydrogenase	PALES_52931
PALES_52941	ornithine cyclodeaminase	PALES_52941
PALES_52951	putative ATP-binding component of ABC transporter	PALES_52951
PALES_52961	branched chain amino acid ABC transporter ATP binding protein	PALES_52961
PALES_52971	putative permease of ABC branched-chain amino acid transporter	PALES_52971
PALES_52981	branched chain amino acid ABC transporter membrane protein	PALES_52981
PALES_52991	putative binding protein component of ABC transporter	PALES_52991
PALES_53001	putative transcriptional regulator	PALES_53001
PALES_53011	putative chemotaxis transducer	PALES_53011
PALES_53021	putative ADP-ribose pyrophosphatase	PALES_53021
PALES_53031	putative icotinic acid mononucleotide adenylyltransferase	PALES_53031
PALES_53041	nicotinamidase	pncA
